ORIG_COD_ZONA,ORIG_DEN_ZONA,DEST_COD_ZONA,DEST_DEN_ZONA,TIPO_Viaggio,FASCIA_ORARIA_VIAGGIO,REGIME,MEZZO_Codice,MEZZO_aggregato,NumViaggi
20,S.QUIRICO,26,SAMPIERDARENA,Interno,3,1,9,AUTOARTICOLATO,7.933
20,S.QUIRICO,26,SAMPIERDARENA,Interno,3,1,10,AUTOTRENO,7.125
20,S.QUIRICO,28,S.BARTOLOMEO,Interno,0,1,7,ALTRO MEZZO,9.692
20,S.QUIRICO,28,S.BARTOLOMEO,Interno,0,1,8,AUTOCARRO,4.938
20,S.QUIRICO,29,ANGELI,Interno,1,2,8,AUTOCARRO,5.667
20,S.QUIRICO,30,S.TEODORO,Interno,1,1,8,AUTOCARRO,7.125
20,S.QUIRICO,34,MADDALENA,Interno,2,1,8,AUTOCARRO,9.692
20,S.QUIRICO,34,MADDALENA,Interno,3,1,8,AUTOCARRO,9.118
20,S.QUIRICO,35,MOLO,Interno,3,1,9,AUTOARTICOLATO,7.826
20,S.QUIRICO,36,S.NICOLA,Interno,3,1,8,AUTOCARRO,9.692
20,S.QUIRICO,39,S.VINCENZO,Interno,0,1,8,AUTOCARRO,9.362
20,S.QUIRICO,40,CARIGNANO,Interno,3,2,8,AUTOCARRO,7.769
20,S.QUIRICO,41,FOCE,Interno,2,1,8,AUTOCARRO,9.143
20,S.QUIRICO,42,BRIGNOLE,Interno,0,1,7,ALTRO MEZZO,9.026
20,S.QUIRICO,42,BRIGNOLE,Interno,0,2,9,AUTOARTICOLATO,5.667
20,S.QUIRICO,42,BRIGNOLE,Interno,3,1,8,AUTOCARRO,7.125
20,S.QUIRICO,44,S.FRUTTUOSO,Interno,1,1,8,AUTOCARRO,8.788
20,S.QUIRICO,44,S.FRUTTUOSO,Interno,2,1,8,AUTOCARRO,8.788
20,S.QUIRICO,44,S.FRUTTUOSO,Interno,3,1,8,AUTOCARRO,8.788
20,S.QUIRICO,47,MARASSI,Interno,2,1,7,ALTRO MEZZO,9.692
20,S.QUIRICO,48,FORTE QUEZZI,Interno,2,2,10,AUTOTRENO,5.667
20,S.QUIRICO,51,MONTESIGNANO,Interno,3,1,8,AUTOCARRO,7.375
20,S.QUIRICO,55,PRATO,Interno,3,1,8,AUTOCARRO,7.125
20,S.QUIRICO,60,CHIAPPETO,Interno,3,1,8,AUTOCARRO,9.667
20,S.QUIRICO,62,ALBARO,Interno,3,1,8,AUTOCARRO,3.833
20,S.QUIRICO,63,S.GIULIANO,Interno,2,2,10,AUTOTRENO,5.667
20,S.QUIRICO,70,QUINTO,Interno,3,1,7,ALTRO MEZZO,8.385
20,S.QUIRICO,70,QUINTO,Interno,3,1,8,AUTOCARRO,7.125
20,S.QUIRICO,71,NERVI,Interno,0,1,8,AUTOCARRO,8.44
20,S.QUIRICO,72,Arenzano,Uscita Genova,0,2,10,AUTOTRENO,28.032
20,S.QUIRICO,72,Arenzano,Uscita Genova,1,2,10,AUTOTRENO,12
20,S.QUIRICO,72,Arenzano,Uscita Genova,2,2,10,AUTOTRENO,5.27
20,S.QUIRICO,72,Arenzano,Uscita Genova,3,2,10,AUTOTRENO,4.206
20,S.QUIRICO,77,Busalla,Uscita Genova,0,2,8,AUTOCARRO,8.5
20,S.QUIRICO,77,Busalla,Uscita Genova,1,2,8,AUTOCARRO,2.5
20,S.QUIRICO,77,Busalla,Uscita Genova,2,2,8,AUTOCARRO,3.25
20,S.QUIRICO,77,Busalla,Uscita Genova,3,2,8,AUTOCARRO,3
20,S.QUIRICO,80,Campomorone,Uscita Genova,0,2,8,AUTOCARRO,8.5
20,S.QUIRICO,80,Campomorone,Uscita Genova,0,2,9,AUTOARTICOLATO,8.5
20,S.QUIRICO,80,Campomorone,Uscita Genova,1,2,8,AUTOCARRO,2.5
20,S.QUIRICO,80,Campomorone,Uscita Genova,1,2,9,AUTOARTICOLATO,2.5
20,S.QUIRICO,80,Campomorone,Uscita Genova,2,2,8,AUTOCARRO,3.25
20,S.QUIRICO,80,Campomorone,Uscita Genova,2,2,9,AUTOARTICOLATO,3.25
20,S.QUIRICO,80,Campomorone,Uscita Genova,3,2,8,AUTOCARRO,3
20,S.QUIRICO,80,Campomorone,Uscita Genova,3,2,9,AUTOARTICOLATO,3
20,S.QUIRICO,86,CHIAVARI,Uscita Genova,3,1,7,ALTRO MEZZO,9.692
20,S.QUIRICO,105,Mignanego,Uscita Genova,0,1,8,AUTOCARRO,8.5
20,S.QUIRICO,105,Mignanego,Uscita Genova,0,2,9,AUTOARTICOLATO,17
20,S.QUIRICO,105,Mignanego,Uscita Genova,1,1,8,AUTOCARRO,2.5
20,S.QUIRICO,105,Mignanego,Uscita Genova,1,2,9,AUTOARTICOLATO,5
20,S.QUIRICO,105,Mignanego,Uscita Genova,2,1,8,AUTOCARRO,3.25
20,S.QUIRICO,105,Mignanego,Uscita Genova,2,2,9,AUTOARTICOLATO,6.5
20,S.QUIRICO,105,Mignanego,Uscita Genova,3,1,8,AUTOCARRO,3
20,S.QUIRICO,105,Mignanego,Uscita Genova,3,2,9,AUTOARTICOLATO,6
20,S.QUIRICO,125,Sant'Olcese,Uscita Genova,0,1,8,AUTOCARRO,2.267
20,S.QUIRICO,125,Sant'Olcese,Uscita Genova,0,1,9,AUTOARTICOLATO,2.267
20,S.QUIRICO,125,Sant'Olcese,Uscita Genova,0,2,9,AUTOARTICOLATO,2.267
20,S.QUIRICO,125,Sant'Olcese,Uscita Genova,1,1,8,AUTOCARRO,0.93
20,S.QUIRICO,125,Sant'Olcese,Uscita Genova,1,1,9,AUTOARTICOLATO,0.93
20,S.QUIRICO,125,Sant'Olcese,Uscita Genova,1,2,9,AUTOARTICOLATO,0.93
20,S.QUIRICO,125,Sant'Olcese,Uscita Genova,2,1,8,AUTOCARRO,0.988
20,S.QUIRICO,125,Sant'Olcese,Uscita Genova,2,1,9,AUTOARTICOLATO,0.988
20,S.QUIRICO,125,Sant'Olcese,Uscita Genova,2,2,9,AUTOARTICOLATO,0.988
20,S.QUIRICO,125,Sant'Olcese,Uscita Genova,3,1,8,AUTOCARRO,0.686
20,S.QUIRICO,125,Sant'Olcese,Uscita Genova,3,1,9,AUTOARTICOLATO,0.686
20,S.QUIRICO,125,Sant'Olcese,Uscita Genova,3,2,9,AUTOARTICOLATO,0.686
20,S.QUIRICO,127,Savignone,Uscita Genova,0,1,9,AUTOARTICOLATO,2.267
20,S.QUIRICO,127,Savignone,Uscita Genova,1,1,9,AUTOARTICOLATO,0.93
20,S.QUIRICO,127,Savignone,Uscita Genova,2,1,9,AUTOARTICOLATO,0.988
20,S.QUIRICO,127,Savignone,Uscita Genova,3,1,9,AUTOARTICOLATO,0.686
20,S.QUIRICO,128,Serra Riccò,Uscita Genova,0,1,8,AUTOCARRO,2.267
20,S.QUIRICO,128,Serra Riccò,Uscita Genova,0,2,9,AUTOARTICOLATO,26.734
20,S.QUIRICO,128,Serra Riccò,Uscita Genova,1,1,8,AUTOCARRO,0.93
20,S.QUIRICO,128,Serra Riccò,Uscita Genova,1,2,9,AUTOARTICOLATO,9.266
20,S.QUIRICO,128,Serra Riccò,Uscita Genova,2,1,8,AUTOCARRO,0.988
20,S.QUIRICO,128,Serra Riccò,Uscita Genova,2,2,9,AUTOARTICOLATO,13.47
20,S.QUIRICO,128,Serra Riccò,Uscita Genova,3,1,8,AUTOCARRO,0.686
20,S.QUIRICO,128,Serra Riccò,Uscita Genova,3,2,9,AUTOARTICOLATO,8.858
20,S.QUIRICO,138,Savona,Uscita Genova,3,1,8,AUTOCARRO,9.692
20,S.QUIRICO,140,ALESSANDRIA,Uscita Genova,0,2,8,AUTOCARRO,22.516
20,S.QUIRICO,140,ALESSANDRIA,Uscita Genova,0,2,9,AUTOARTICOLATO,35.883
20,S.QUIRICO,140,ALESSANDRIA,Uscita Genova,1,2,8,AUTOCARRO,8.5
20,S.QUIRICO,140,ALESSANDRIA,Uscita Genova,1,2,9,AUTOARTICOLATO,13.133
20,S.QUIRICO,140,ALESSANDRIA,Uscita Genova,2,2,8,AUTOCARRO,5.885
20,S.QUIRICO,140,ALESSANDRIA,Uscita Genova,2,2,9,AUTOARTICOLATO,12.62
20,S.QUIRICO,140,ALESSANDRIA,Uscita Genova,3,2,8,AUTOCARRO,5.103
20,S.QUIRICO,140,ALESSANDRIA,Uscita Genova,3,2,9,AUTOARTICOLATO,9.532
20,S.QUIRICO,141,Altre zone,Uscita Genova,0,1,9,AUTOARTICOLATO,28.032
20,S.QUIRICO,141,Altre zone,Uscita Genova,0,2,8,AUTOCARRO,14.016
20,S.QUIRICO,141,Altre zone,Uscita Genova,0,2,9,AUTOARTICOLATO,140.16
20,S.QUIRICO,141,Altre zone,Uscita Genova,0,2,10,AUTOTRENO,300.003
20,S.QUIRICO,141,Altre zone,Uscita Genova,1,1,9,AUTOARTICOLATO,12
20,S.QUIRICO,141,Altre zone,Uscita Genova,1,2,8,AUTOCARRO,6
20,S.QUIRICO,141,Altre zone,Uscita Genova,1,2,9,AUTOARTICOLATO,60
20,S.QUIRICO,141,Altre zone,Uscita Genova,1,2,10,AUTOTRENO,126
20,S.QUIRICO,141,Altre zone,Uscita Genova,2,1,9,AUTOARTICOLATO,5.27
20,S.QUIRICO,141,Altre zone,Uscita Genova,2,2,8,AUTOCARRO,2.635
20,S.QUIRICO,141,Altre zone,Uscita Genova,2,2,9,AUTOARTICOLATO,26.35
20,S.QUIRICO,141,Altre zone,Uscita Genova,2,2,10,AUTOTRENO,55.335
20,S.QUIRICO,141,Altre zone,Uscita Genova,3,1,8,AUTOCARRO,16.817
20,S.QUIRICO,141,Altre zone,Uscita Genova,3,1,9,AUTOARTICOLATO,4.206
20,S.QUIRICO,141,Altre zone,Uscita Genova,3,2,8,AUTOCARRO,19.103
20,S.QUIRICO,141,Altre zone,Uscita Genova,3,2,9,AUTOARTICOLATO,21.03
20,S.QUIRICO,141,Altre zone,Uscita Genova,3,2,10,AUTOTRENO,44.163
21,PONTEDECIMO,2,VOLTRI,Interno,2,1,8,AUTOCARRO,9.167
21,PONTEDECIMO,2,VOLTRI,Interno,2,2,8,AUTOCARRO,4.333
21,PONTEDECIMO,7,PEGLI,Interno,3,1,7,ALTRO MEZZO,4.483
21,PONTEDECIMO,9,SESTRI,Interno,0,2,8,AUTOCARRO,17
21,PONTEDECIMO,9,SESTRI,Interno,1,2,9,AUTOARTICOLATO,3
21,PONTEDECIMO,9,SESTRI,Interno,3,1,9,AUTOARTICOLATO,9.891
21,PONTEDECIMO,10,S.GIOVANNI BATTISTA,Interno,3,1,9,AUTOARTICOLATO,7.5
21,PONTEDECIMO,15,RIVAROLO,Interno,1,1,8,AUTOCARRO,8.833
21,PONTEDECIMO,20,S.QUIRICO,Interno,1,1,8,AUTOCARRO,9.692
21,PONTEDECIMO,21,PONTEDECIMO,Interno,0,1,8,AUTOCARRO,18.333
21,PONTEDECIMO,21,PONTEDECIMO,Interno,0,2,8,AUTOCARRO,24.333
21,PONTEDECIMO,21,PONTEDECIMO,Interno,1,1,9,AUTOARTICOLATO,18.333
21,PONTEDECIMO,21,PONTEDECIMO,Interno,2,2,8,AUTOCARRO,8.667
21,PONTEDECIMO,21,PONTEDECIMO,Interno,3,2,8,AUTOCARRO,17
21,PONTEDECIMO,21,PONTEDECIMO,Interno,3,2,10,AUTOTRENO,3
21,PONTEDECIMO,26,SAMPIERDARENA,Interno,1,1,8,AUTOCARRO,9.167
21,PONTEDECIMO,26,SAMPIERDARENA,Interno,1,2,8,AUTOCARRO,6.222
21,PONTEDECIMO,28,S.BARTOLOMEO,Interno,3,1,8,AUTOCARRO,7.75
21,PONTEDECIMO,30,S.TEODORO,Interno,3,2,8,AUTOCARRO,3
21,PONTEDECIMO,31,LAGACCIO,Interno,3,2,9,AUTOARTICOLATO,13
21,PONTEDECIMO,32,OREGINA,Interno,3,2,8,AUTOCARRO,3.5
21,PONTEDECIMO,35,MOLO,Interno,3,1,8,AUTOCARRO,9.167
21,PONTEDECIMO,37,CASTELLETTO,Interno,1,2,8,AUTOCARRO,3
21,PONTEDECIMO,39,S.VINCENZO,Interno,0,1,8,AUTOCARRO,9.362
21,PONTEDECIMO,39,S.VINCENZO,Interno,1,2,8,AUTOCARRO,3
21,PONTEDECIMO,39,S.VINCENZO,Interno,3,2,10,AUTOTRENO,3
21,PONTEDECIMO,41,FOCE,Interno,1,2,8,AUTOCARRO,3
21,PONTEDECIMO,41,FOCE,Interno,3,1,8,AUTOCARRO,9.167
21,PONTEDECIMO,42,BRIGNOLE,Interno,2,1,7,ALTRO MEZZO,4.483
21,PONTEDECIMO,43,S.AGATA,Interno,0,1,7,ALTRO MEZZO,4.483
21,PONTEDECIMO,44,S.FRUTTUOSO,Interno,3,1,8,AUTOCARRO,8.9
21,PONTEDECIMO,46,FEREGGIANO,Interno,0,1,7,ALTRO MEZZO,8.571
21,PONTEDECIMO,47,MARASSI,Interno,3,1,8,AUTOCARRO,8.857
21,PONTEDECIMO,47,MARASSI,Interno,3,2,8,AUTOCARRO,7
21,PONTEDECIMO,49,PARENZO,Interno,3,1,7,ALTRO MEZZO,8.538
21,PONTEDECIMO,50,S.PANTALEO,Interno,3,1,7,ALTRO MEZZO,8.818
21,PONTEDECIMO,53,MOLASSANA,Interno,3,2,9,AUTOARTICOLATO,3
21,PONTEDECIMO,61,S.MARTINO,Interno,0,1,8,AUTOCARRO,8.2
21,PONTEDECIMO,61,S.MARTINO,Interno,3,1,8,AUTOCARRO,8.2
21,PONTEDECIMO,64,LIDO,Interno,3,1,8,AUTOCARRO,9.167
21,PONTEDECIMO,71,NERVI,Interno,2,1,7,ALTRO MEZZO,8.44
21,PONTEDECIMO,77,Busalla,Uscita Genova,0,2,9,AUTOARTICOLATO,13.367
21,PONTEDECIMO,77,Busalla,Uscita Genova,1,2,9,AUTOARTICOLATO,4.633
21,PONTEDECIMO,77,Busalla,Uscita Genova,2,2,9,AUTOARTICOLATO,6.735
21,PONTEDECIMO,77,Busalla,Uscita Genova,3,2,9,AUTOARTICOLATO,4.429
21,PONTEDECIMO,80,Campomorone,Uscita Genova,0,1,9,AUTOARTICOLATO,13.367
21,PONTEDECIMO,80,Campomorone,Uscita Genova,0,2,9,AUTOARTICOLATO,13.367
21,PONTEDECIMO,80,Campomorone,Uscita Genova,1,1,9,AUTOARTICOLATO,4.633
21,PONTEDECIMO,80,Campomorone,Uscita Genova,1,2,9,AUTOARTICOLATO,4.633
21,PONTEDECIMO,80,Campomorone,Uscita Genova,2,1,9,AUTOARTICOLATO,6.735
21,PONTEDECIMO,80,Campomorone,Uscita Genova,2,2,9,AUTOARTICOLATO,6.735
21,PONTEDECIMO,80,Campomorone,Uscita Genova,3,1,9,AUTOARTICOLATO,4.429
21,PONTEDECIMO,80,Campomorone,Uscita Genova,3,2,9,AUTOARTICOLATO,4.429
21,PONTEDECIMO,83,Casella,Uscita Genova,0,1,8,AUTOCARRO,26.734
21,PONTEDECIMO,83,Casella,Uscita Genova,1,1,8,AUTOCARRO,9.266
21,PONTEDECIMO,83,Casella,Uscita Genova,2,1,8,AUTOCARRO,13.47
21,PONTEDECIMO,83,Casella,Uscita Genova,3,1,8,AUTOCARRO,8.858
21,PONTEDECIMO,85,CERANESI,Uscita Genova,0,1,8,AUTOCARRO,4.483
21,PONTEDECIMO,105,MIGNANEGO,Uscita Genova,0,1,8,AUTOCARRO,9.167
21,PONTEDECIMO,105,Mignanego,Uscita Genova,0,1,9,AUTOARTICOLATO,13.367
21,PONTEDECIMO,105,Mignanego,Uscita Genova,1,1,9,AUTOARTICOLATO,4.633
21,PONTEDECIMO,105,Mignanego,Uscita Genova,2,1,9,AUTOARTICOLATO,6.735
21,PONTEDECIMO,105,Mignanego,Uscita Genova,3,1,9,AUTOARTICOLATO,4.429
21,PONTEDECIMO,125,Sant'Olcese,Uscita Genova,0,2,9,AUTOARTICOLATO,4.534
21,PONTEDECIMO,125,Sant'Olcese,Uscita Genova,1,2,9,AUTOARTICOLATO,1.86
21,PONTEDECIMO,125,Sant'Olcese,Uscita Genova,2,2,9,AUTOARTICOLATO,1.976
21,PONTEDECIMO,125,Sant'Olcese,Uscita Genova,3,2,9,AUTOARTICOLATO,1.372
21,PONTEDECIMO,127,Savignone,Uscita Genova,0,2,8,AUTOCARRO,13.367
21,PONTEDECIMO,127,Savignone,Uscita Genova,0,2,9,AUTOARTICOLATO,13.367
21,PONTEDECIMO,127,Savignone,Uscita Genova,1,2,8,AUTOCARRO,4.633
21,PONTEDECIMO,127,Savignone,Uscita Genova,1,2,9,AUTOARTICOLATO,4.633
21,PONTEDECIMO,127,Savignone,Uscita Genova,2,2,8,AUTOCARRO,6.735
21,PONTEDECIMO,127,Savignone,Uscita Genova,2,2,9,AUTOARTICOLATO,6.735
21,PONTEDECIMO,127,Savignone,Uscita Genova,3,2,8,AUTOCARRO,4.429
21,PONTEDECIMO,127,Savignone,Uscita Genova,3,2,9,AUTOARTICOLATO,4.429
21,PONTEDECIMO,128,Serra Riccò,Uscita Genova,0,1,8,AUTOCARRO,40.101
21,PONTEDECIMO,128,Serra Riccò,Uscita Genova,0,1,9,AUTOARTICOLATO,26.734
21,PONTEDECIMO,128,Serra Riccò,Uscita Genova,0,2,8,AUTOCARRO,40.101
21,PONTEDECIMO,128,Serra Riccò,Uscita Genova,0,2,9,AUTOARTICOLATO,29.001
21,PONTEDECIMO,128,Serra Riccò,Uscita Genova,1,1,8,AUTOCARRO,13.899
21,PONTEDECIMO,128,Serra Riccò,Uscita Genova,1,1,9,AUTOARTICOLATO,9.266
21,PONTEDECIMO,128,Serra Riccò,Uscita Genova,1,2,8,AUTOCARRO,13.899
21,PONTEDECIMO,128,Serra Riccò,Uscita Genova,1,2,9,AUTOARTICOLATO,10.196
21,PONTEDECIMO,128,Serra Riccò,Uscita Genova,2,1,8,AUTOCARRO,20.205
21,PONTEDECIMO,128,Serra Riccò,Uscita Genova,2,1,9,AUTOARTICOLATO,13.47
21,PONTEDECIMO,128,Serra Riccò,Uscita Genova,2,2,8,AUTOCARRO,20.205
21,PONTEDECIMO,128,Serra Riccò,Uscita Genova,2,2,9,AUTOARTICOLATO,14.458
21,PONTEDECIMO,128,Serra Riccò,Uscita Genova,3,1,8,AUTOCARRO,13.287
21,PONTEDECIMO,128,Serra Riccò,Uscita Genova,3,1,9,AUTOARTICOLATO,8.858
21,PONTEDECIMO,128,Serra Riccò,Uscita Genova,3,2,8,AUTOCARRO,13.287
21,PONTEDECIMO,128,Serra Riccò,Uscita Genova,3,2,9,AUTOARTICOLATO,9.544
21,PONTEDECIMO,129,SESTRI LEVANTE,Uscita Genova,1,2,8,AUTOCARRO,3
21,PONTEDECIMO,138,SAVONA,Uscita Genova,0,2,10,AUTOTRENO,28.032
21,PONTEDECIMO,138,SAVONA,Uscita Genova,1,2,10,AUTOTRENO,12
21,PONTEDECIMO,138,SAVONA,Uscita Genova,2,2,10,AUTOTRENO,5.27
21,PONTEDECIMO,138,SAVONA,Uscita Genova,3,2,10,AUTOTRENO,4.206
21,PONTEDECIMO,140,ALESSANDRIA,Uscita Genova,0,2,9,AUTOARTICOLATO,40.101
21,PONTEDECIMO,140,ALESSANDRIA,Uscita Genova,1,2,9,AUTOARTICOLATO,13.899
21,PONTEDECIMO,140,ALESSANDRIA,Uscita Genova,2,2,9,AUTOARTICOLATO,20.205
21,PONTEDECIMO,140,ALESSANDRIA,Uscita Genova,3,2,9,AUTOARTICOLATO,13.287
21,PONTEDECIMO,141,Altre Zone,Uscita Genova,1,2,8,AUTOCARRO,3
22,CORNIGLIANO,2,VOLTRI,Interno,3,1,8,AUTOCARRO,8.125
22,CORNIGLIANO,4,PALMARO,Interno,3,1,8,AUTOCARRO,7.333
22,CORNIGLIANO,4,PALMARO,Interno,3,2,8,AUTOCARRO,10
22,CORNIGLIANO,6,CASTELLUCCIO,Interno,1,1,8,AUTOCARRO,12
22,CORNIGLIANO,7,PEGLI,Interno,1,2,9,AUTOARTICOLATO,7
22,CORNIGLIANO,11,CALCINARA,Interno,1,1,8,AUTOCARRO,10.867
22,CORNIGLIANO,11,CALCINARA,Interno,1,1,9,AUTOARTICOLATO,10.867
22,CORNIGLIANO,11,CALCINARA,Interno,3,1,9,AUTOARTICOLATO,10.923
22,CORNIGLIANO,11,CALCINARA,Interno,3,2,9,AUTOARTICOLATO,8
22,CORNIGLIANO,14,CERTOSA,Interno,2,1,4,ALTRO MEZZO,10.867
22,CORNIGLIANO,14,CERTOSA,Interno,3,2,8,AUTOCARRO,12
22,CORNIGLIANO,15,RIVAROLO,Interno,1,2,8,AUTOCARRO,5.833
22,CORNIGLIANO,18,BOLZANETO,Interno,3,1,7,ALTRO MEZZO,7.226
22,CORNIGLIANO,20,S.QUIRICO,Interno,3,2,8,AUTOCARRO,10.667
22,CORNIGLIANO,22,CORNIGLIANO,Interno,0,2,8,AUTOCARRO,9.833
22,CORNIGLIANO,22,CORNIGLIANO,Interno,0,2,10,AUTOTRENO,21.333
22,CORNIGLIANO,22,CORNIGLIANO,Interno,3,2,8,AUTOCARRO,31.167
22,CORNIGLIANO,23,CAMPI,Interno,0,2,8,AUTOCARRO,26.833
22,CORNIGLIANO,23,CAMPI,Interno,2,1,7,ALTRO MEZZO,7.917
22,CORNIGLIANO,23,CAMPI,Interno,3,1,8,AUTOCARRO,7.917
22,CORNIGLIANO,24,CAMPASSO,Interno,0,1,8,AUTOCARRO,8.667
22,CORNIGLIANO,26,SAMPIERDARENA,Interno,1,2,8,AUTOCARRO,10.667
22,CORNIGLIANO,29,ANGELI,Interno,3,2,8,AUTOCARRO,13
22,CORNIGLIANO,30,S.TEODORO,Interno,3,1,8,AUTOCARRO,10.867
22,CORNIGLIANO,33,PRE',Interno,3,1,8,AUTOCARRO,15.569
22,CORNIGLIANO,34,MADDALENA,Interno,3,1,8,AUTOCARRO,9.118
22,CORNIGLIANO,35,MOLO,Interno,0,1,9,AUTOARTICOLATO,7.826
22,CORNIGLIANO,38,MANIN,Interno,1,1,8,AUTOCARRO,5.833
22,CORNIGLIANO,39,S.VINCENZO,Interno,1,2,8,AUTOCARRO,10.667
22,CORNIGLIANO,39,S.VINCENZO,Interno,2,1,8,AUTOCARRO,9.362
22,CORNIGLIANO,39,S.VINCENZO,Interno,3,1,7,ALTRO MEZZO,9.362
22,CORNIGLIANO,39,S.VINCENZO,Interno,3,1,8,AUTOCARRO,23.389
22,CORNIGLIANO,40,CARIGNANO,Interno,1,1,8,AUTOCARRO,10.867
22,CORNIGLIANO,42,BRIGNOLE,Interno,1,2,8,AUTOCARRO,10.667
22,CORNIGLIANO,42,BRIGNOLE,Interno,3,1,8,AUTOCARRO,9.026
22,CORNIGLIANO,43,S.AGATA,Interno,0,1,7,ALTRO MEZZO,8.423
22,CORNIGLIANO,43,S.AGATA,Interno,3,1,9,AUTOARTICOLATO,8.667
22,CORNIGLIANO,44,S.FRUTTUOSO,Interno,2,1,8,AUTOCARRO,8.9
22,CORNIGLIANO,46,FEREGGIANO,Interno,1,2,8,AUTOCARRO,10.667
22,CORNIGLIANO,46,FEREGGIANO,Interno,3,1,8,AUTOCARRO,8.571
22,CORNIGLIANO,47,MARASSI,Interno,0,1,8,AUTOCARRO,8.833
22,CORNIGLIANO,49,PARENZO,Interno,1,2,8,AUTOCARRO,10.667
22,CORNIGLIANO,49,PARENZO,Interno,3,1,7,ALTRO MEZZO,8.538
22,CORNIGLIANO,54,DORIA,Interno,2,1,8,AUTOCARRO,5.833
22,CORNIGLIANO,54,DORIA,Interno,3,1,8,AUTOCARRO,10.867
22,CORNIGLIANO,55,PRATO,Interno,3,2,8,AUTOCARRO,10.667
22,CORNIGLIANO,61,S.MARTINO,Interno,1,1,8,AUTOCARRO,5.833
22,CORNIGLIANO,61,S.MARTINO,Interno,1,2,8,AUTOCARRO,10.667
22,CORNIGLIANO,61,S.MARTINO,Interno,2,1,8,AUTOCARRO,5.833
22,CORNIGLIANO,62,ALBARO,Interno,1,1,8,AUTOCARRO,5.833
22,CORNIGLIANO,65,PUGGIA,Interno,3,1,8,AUTOCARRO,7.5
22,CORNIGLIANO,66,STURLA,Interno,3,1,8,AUTOCARRO,8.571
22,CORNIGLIANO,67,QUARTO,Interno,2,1,8,AUTOCARRO,5.833
22,CORNIGLIANO,67,QUARTO,Interno,3,1,8,AUTOCARRO,5.5
22,CORNIGLIANO,70,QUINTO,Interno,3,1,8,AUTOCARRO,10.867
22,CORNIGLIANO,71,NERVI,Interno,3,1,8,AUTOCARRO,27.747
22,CORNIGLIANO,74,Bargagli,Uscita Genova,0,2,9,AUTOARTICOLATO,3.967
22,CORNIGLIANO,74,Bargagli,Uscita Genova,1,2,9,AUTOARTICOLATO,1.25
22,CORNIGLIANO,74,Bargagli,Uscita Genova,2,2,9,AUTOARTICOLATO,1.5
22,CORNIGLIANO,74,Bargagli,Uscita Genova,3,2,9,AUTOARTICOLATO,1.35
22,CORNIGLIANO,83,Casella,Uscita Genova,0,2,8,AUTOCARRO,2.267
22,CORNIGLIANO,83,Casella,Uscita Genova,0,2,9,AUTOARTICOLATO,2.267
22,CORNIGLIANO,83,Casella,Uscita Genova,1,2,8,AUTOCARRO,0.93
22,CORNIGLIANO,83,Casella,Uscita Genova,1,2,9,AUTOARTICOLATO,0.93
22,CORNIGLIANO,83,Casella,Uscita Genova,2,2,8,AUTOCARRO,0.988
22,CORNIGLIANO,83,Casella,Uscita Genova,2,2,9,AUTOARTICOLATO,0.988
22,CORNIGLIANO,83,Casella,Uscita Genova,3,2,8,AUTOCARRO,0.686
22,CORNIGLIANO,83,Casella,Uscita Genova,3,2,9,AUTOARTICOLATO,0.686
22,CORNIGLIANO,105,Mignanego,Uscita Genova,0,2,8,AUTOCARRO,13.367
22,CORNIGLIANO,105,Mignanego,Uscita Genova,0,2,9,AUTOARTICOLATO,13.367
22,CORNIGLIANO,105,Mignanego,Uscita Genova,1,2,8,AUTOCARRO,4.633
22,CORNIGLIANO,105,Mignanego,Uscita Genova,1,2,9,AUTOARTICOLATO,4.633
22,CORNIGLIANO,105,Mignanego,Uscita Genova,2,2,8,AUTOCARRO,6.735
22,CORNIGLIANO,105,Mignanego,Uscita Genova,2,2,9,AUTOARTICOLATO,6.735
22,CORNIGLIANO,105,Mignanego,Uscita Genova,3,2,8,AUTOCARRO,4.429
22,CORNIGLIANO,105,Mignanego,Uscita Genova,3,2,9,AUTOARTICOLATO,4.429
22,CORNIGLIANO,140,ALESSANDRIA,Uscita Genova,0,2,10,AUTOTRENO,31.648
22,CORNIGLIANO,140,ALESSANDRIA,Uscita Genova,1,2,10,AUTOTRENO,10.082
22,CORNIGLIANO,140,ALESSANDRIA,Uscita Genova,2,2,10,AUTOTRENO,10.352
22,CORNIGLIANO,140,ALESSANDRIA,Uscita Genova,3,2,10,AUTOTRENO,3.46
22,CORNIGLIANO,141,Altre zone,Uscita Genova,0,1,10,AUTOTRENO,24.244
22,CORNIGLIANO,141,Altre zone,Uscita Genova,0,2,9,AUTOARTICOLATO,12.122
22,CORNIGLIANO,141,Altre zone,Uscita Genova,0,2,10,AUTOTRENO,84.854
22,CORNIGLIANO,141,Altre zone,Uscita Genova,1,1,10,AUTOTRENO,6.732
22,CORNIGLIANO,141,Altre Zone,Uscita Genova,1,2,8,AUTOCARRO,21.333
22,CORNIGLIANO,141,Altre zone,Uscita Genova,1,2,9,AUTOARTICOLATO,3.366
22,CORNIGLIANO,141,Altre Zone,Uscita Genova,1,2,10,AUTOTRENO,34.229
22,CORNIGLIANO,141,Altre zone,Uscita Genova,2,1,10,AUTOTRENO,6.464
22,CORNIGLIANO,141,Altre zone,Uscita Genova,2,2,9,AUTOARTICOLATO,3.232
